title,journal,authors,doi,published,abstract,url,tags
The New Small Wheel electronics,JINST 18 P05012 (2023),"[{'name': 'G. Iakovidis'}, {'name': 'L. Levinson'}, {'name': 'Y. Afik'}, {'name': 'C. Alexa'}, {'name': 'T. Alexopoulos'}, {'name': 'J. Ameel'}, {'name': 'D. Amidei'}, {'name': 'D. Antrim'}, {'name': 'A. Badea'}, {'name': 'C. Bakalis'}, {'name': 'H. Boterenbrood'}, {'name': 'R. S. Brener'}, {'name': 'S. Chan'}, {'name': 'J. Chapman'}, {'name': 'G. Chatzianastasiou'}, {'name': 'H. Chen'}, {'name': 'M. C. Chu'}, {'name': 'R. M. Coliban'}, {'name': 'T. Costa de Paiva'}, {'name': 'G. de Geronimo'}, {'name': 'R. Edgar'}, {'name': 'N. Felt'}, {'name': 'S. Francescato'}, {'name': 'M. Franklin'}, {'name': 'T. Geralis'}, {'name': 'K. Gigliotti'}, {'name': 'P. Giromini'}, {'name': 'P. Gkountoumis'}, {'name': 'I. Grayzman'}, {'name': 'L. Guan'}, {'name': 'J. Guimaraes da Costa'}, {'name': 'L. Han'}, {'name': 'S. Hou'}, {'name': 'X. Hu'}, {'name': 'K. Hu'}, {'name': 'J. Huth'}, {'name': 'M. Ivanovici'}, {'name': 'G. Jin'}, {'name': 'K. Johns'}, {'name': 'E. Kajomovitz'}, {'name': 'G. Kehris'}, {'name': 'I. Kiskiras'}, {'name': 'A. Koulouris'}, {'name': 'E. Kyriakis'}, {'name': 'A. Lankford'}, {'name': 'L. Lee'}, {'name': 'H. Leung'}, {'name': 'F. Li'}, {'name': 'Y. Liang'}, {'name': 'H. Lu'}, {'name': 'N. Lupu'}, {'name': 'V. Martinez'}, {'name': 'S. Martoiu'}, {'name': 'D. Matakias'}, {'name': 'I. Mehalev'}, {'name': 'I. Mesolongitis'}, {'name': 'P. Miao'}, {'name': 'G. Mikenberg'}, {'name': 'L. Moleri'}, {'name': 'P. Moschovakos'}, {'name': 'J. Narevicius'}, {'name': 'J. Oliver'}, {'name': 'D. Pietreanu'}, {'name': 'R. Pinkham'}, {'name': 'E. Politis'}, {'name': 'V. Polychronakos'}, {'name': 'S. Popa'}, {'name': 'M. M. Prapa'}, {'name': 'I. Ravinovich'}, {'name': 'A. Roich'}, {'name': 'R. A. Rojas Caballero'}, {'name': 'Y. Rozen'}, {'name': 'M. Schernau'}, {'name': 'T. Schwartz'}, {'name': 'G. Scott'}, {'name': 'O. Shaked'}, {'name': 'M. Solis'}, {'name': 'S. Sun'}, {'name': 'A. Taffard'}, {'name': 'S. Tang'}, {'name': 'Z. Tarem'}, {'name': 'W. Tse'}, {'name': 'Y. Tu'}, {'name': 'A. Tuna'}, {'name': 'P. Tzanis'}, {'name': 'S. Tzanos'}, {'name': 'R. Vari'}, {'name': 'M. Vasile'}, {'name': 'A. Vdovin'}, {'name': 'J. Vermeulen'}, {'name': 'J. Wang'}, {'name': 'X. Wang'}, {'name': 'A. Wang'}, {'name': 'R. Wang'}, {'name': 'X. Xiao'}, {'name': 'L. Yao'}, {'name': 'C. Yildiz'}, {'name': 'K. Zachariadou'}, {'name': 'B. Zhou'}, {'name': 'J. Zhu'}, {'name': 'S. U. Zimmermann'}, {'name': 'O. Zormpa'}]",10.1088/1748-0221/18/05/P05012,2023-03-22T13:55:41Z,"The increase in luminosity, and consequent higher backgrounds, of the LHC
upgrades require improved rejection of fake tracks in the forward region of the
ATLAS Muon Spectrometer. The New Small Wheel upgrade of the Muon Spectrometer
aims to reduce the large background of fake triggers from track segments that
are not originated from the interaction point. The New Small Wheel employs two
detector technologies, the resistive strip Micromegas detectors and the ""small""
Thin Gap Chambers, with a total of 2.45 Million electrodes to be sensed. The
two technologies require the design of a complex electronics system given that
it consists of two different detector technologies and is required to provide
both precision readout and a fast trigger. It will operate in a high background
radiation region up to about 20 kHz/cm$^{2}$ at the expected HL-LHC luminosity
of $\mathcal{L}$=7.5$\times10^{34}$cm$^{-2}$s$^{-1}$. The architecture of the
system is strongly defined by the GBTx data aggregation ASIC, the
newly-introduced FELIX data router and the software based data handler of the
ATLAS detector. The electronics complex of this new detector was designed and
developed in the last ten years and consists of multiple radiation tolerant
Application Specific Integrated Circuits, multiple front-end boards, dense
boards with FPGA's and purpose-built Trigger Processor boards within the ATCA
standard. The New Small Wheel has been installed in 2021 and is undergoing
integration within ATLAS for LHC Run 3. It should operate through the end of
Run 4 (December 2032). In this manuscript, the overall design of the New Small
Wheel electronics is presented.",http://arxiv.org/abs/2303.12571v2,"[{'term': 'hep-ex', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'physics.ins-det', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Discovery of the linear energy-dependence of the spectral lag of X-ray
  bursts from SGR J1935+2154",,"[{'name': 'Shuo Xiao'}, {'name': 'You-Li Tuo'}, {'name': 'Shuang-Nan Zhang'}, {'name': 'Shao-Lin Xiong'}, {'name': 'Lin Lin'}, {'name': 'Yan-Qiu Zhang'}, {'name': 'Yue Wang'}, {'name': 'Wang-Chen Xue'}, {'name': 'Ce Cai'}, {'name': 'He Gao'}, {'name': 'Cheng-Kui Li'}, {'name': 'Xiao-Bo Li'}, {'name': 'Chao Zheng'}, {'name': 'Jia-Cong Liu'}, {'name': 'Ping Wang'}, {'name': 'Jin Wang'}, {'name': 'Wen-Xi Peng'}, {'name': 'Cong Zhan Liu'}, {'name': 'Xin-Qiao Li'}, {'name': 'Xiang-Yang Wen'}, {'name': 'Zheng-Hua An'}, {'name': 'Li-Ming Song'}, {'name': 'Shi-Jie Zheng'}, {'name': 'Fan Zhang'}, {'name': 'Ai-Jun Dong'}, {'name': 'Wei Xie'}, {'name': 'Jian-Chao Feng'}, {'name': 'Qing-Bo Ma'}, {'name': 'De-Hua Wang'}, {'name': 'Xi-Hong Luo'}, {'name': 'Shi-Jun Dang'}, {'name': 'Lun-Hua Shang'}, {'name': 'Qi-Jun Zhi'}, {'name': 'Ti-Pei Li'}]",10.1093/mnras/stad885,2023-03-22T13:18:23Z,"Spectral lag of the low-energy photons with respect to the high-energy ones
is a common astrophysical phenomenon (such as Gamma-ray bursts and the Crab
pulsar) and may serve as a key probe to the underlying radiation mechanism.
However, spectral lag in keV range of the magnetar bursts has not been
systematically studied yet. In this work, we perform a detailed spectral lag
analysis with the Li-CCF method for SGR J1935+2154 bursts observed by {\it
Insight}-HXMT, GECAM and Fermi/GBM from July 2014 to Jan 2022. We discover that
the spectral lags of about 61\% (non-zero significance >1$\sigma$) bursts from
SGR J1935+2154 are linearly dependent on the photon energy ($E$) with $t_{\rm
lag}(E)=\alpha (E/{\rm keV})+C$, which may be explained by a linear change of
the temperature of the blackbody-emitting plasma with time. The distribution of
the slope ($\alpha$) approximately follows a Gaussian function with mean and
standard deviation of 0.02 ms/keV (i.e. high-energy photons arrive earlier) and
0.02 ms/keV, respectively. We also find that the distribution can be well
fitted with three Gaussians with mean values of $\sim$ -0.009, 0.013 and 0.039
ms/keV, which may correspond to different origins of the bursts. These spectral
lag features may have important implications on the magnetar bursts.",http://arxiv.org/abs/2303.12542v1,"[{'term': 'astro-ph.HE', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Automated Radiation Therapy Patient Scheduling: A Case Study at a
  Belgian Hospital",,"[{'name': 'Sara Frimodig'}, {'name': 'Carole Mercier'}, {'name': 'Geert De Kerf'}]",,2023-03-22T12:06:36Z,"The predicted increase in the number of patients receiving radiation therapy
(RT) to treat cancer calls for an optimized use of resources. To manually
schedule patients on the linear accelerators delivering RT is a time-consuming
and challenging task. Operations research (OR), a discipline in applied
mathematics, uses a variety of analytical methods to improve decision-making.
In this paper, we study the implementation of an OR method that automatically
generates RT patient schedules at an RT center with ten linear accelerators.
The OR method is designed to produce schedules that mimic the objectives used
in the clinical scheduling while following the medical and technical
constraints. The resulting schedules are clinically validated and compared to
manually constructed, historical schedules for a time period of one year. It is
shown that the use of OR to generate schedules decreases the average patient
waiting time by 80%, improves the consistency in treatment times between
appointments by 80%, and increases the number of treatments scheduled the
machine best suited for the treatment by more than 90% compared to the manually
constructed clinical schedules, without loss of performance in other quality
metrics. Furthermore, automatically creating patient schedules can save the
clinic many hours of administrative work every week.",http://arxiv.org/abs/2303.12494v2,"[{'term': 'math.OC', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Kink-antikink collisions in the $φ^8$ model: short-range to
  long-range journey",JHEP 05 (2023) 116,"[{'name': 'Dionisio Bazeia'}, {'name': 'João G. F. Campos'}, {'name': 'Azadeh Mohammadi'}]",10.1007/JHEP05(2023)116,2023-03-22T11:50:25Z,"We studied kink-antikink collisions in two-dimensional spacetime for all
$Z_2$ symmetric $\phi^8$ models with four degenerate minima. Such a polynomial
model has only one free parameter, allowing us to conduct an exhaustive
analysis. We performed detailed simulations in all three sectors of the model.
We observed resonance windows from both localized and delocalized modes, as
well as a sector change with the formation of additional kink-antikink pairs.
Furthermore, we were able to show how collisions are modified when two
quadratic minima merge into a quartic one, causing the kinks to acquire a
long-range character. We demonstrated that when the tail not facing the
opposing kink is long-range, incoming kinks and antikinks decay directly into
radiation, as suggested in \cite{campos2021interaction}, by forming a large
number of small kink-antikink pairs. Finally, we briefly discussed whether our
analysis could be generalized to other polynomial models.",http://arxiv.org/abs/2303.12482v1,"[{'term': 'hep-th', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'nlin.PS', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"European Workshop on Photocathodes for Particle Accelerator Applications
  2022: Summary Report",,"[{'name': 'L. Monaco'}, {'name': 'D. Sertore'}, {'name': 'M. Baylac'}, {'name': 'L. B. Jones'}, {'name': 'T. C. Q. Noakes'}, {'name': 'J. Kühn'}, {'name': 'R. Xiang'}]",,2023-03-22T09:03:29Z,"The European Workshop on Photocathodes for (particle) Accelerator
Applications (EWPAA) brings together experts in the field of photocathode based
electron sources for use in particle accelerators, with the aim of sharing
their knowledge and latest research and development progress in this crucial
field of particle accelerator science. The workshop is convened every other
year, and is thus complementary to the P3 workshop (Photocathode Physics for
Particle accelerators) run in the USA. Consequently, there is a workshop
focusing on photocathodes for particle accelerator applications convened every
year, either in Europe or the USA. The EWPAA 2022 is the 4th meeting in this
workshop series. The event was hosted by the INFN LASA Institute in Milan in
collaboration with University of Milano between September 20th and 22nd. The
programme was organised with 7 working groups, with each oral contribution
assigned to the most appropriate group. This report presents, summarised by the
work group conveners, the innovative ideas, the challenges and the main points
raised by each of the speakers.",http://arxiv.org/abs/2304.09951v1,"[{'term': 'physics.acc-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Physical conditions for dust grain alignment in Class 0 protostellar
  cores II. The role of the radiation field in models aligning/disrupting dust
  grains",,"[{'name': 'Valentin J. M. Le Gouellec'}, {'name': 'Anaëlle J. Maury'}, {'name': 'Charles L. H. Hull'}, {'name': 'Antoine Verliat'}, {'name': 'Patrick Hennebelle'}, {'name': 'Valeska Valdivia'}]",,2023-03-22T02:53:57Z,"The polarized dust emission observed in Class 0 protostellar cores at high
angular resolution with ALMA has raised several concerns about the grain
alignment conditions in these regions. We aim to study the role of the
radiation field on the grain alignment mechanisms occurring in the interior
(<1000 au) of Class 0 protostars. We produce synthetic observations of the
polarized dust emission from a MHD model of protostellar formation, using the
POLARIS dust radiative transfer tool, which includes dust alignment with
Radiative Torques Alignment (RATs). We test how the polarized dust emission
from the model core depends on the irradiation conditions in the protostellar
envelope, by varying the radiation due to accretion luminosity propagating from
the central protostellar embryo throughout the envelope. The level of grain
alignment efficiency obtained in the radiative transfer models is then compared
to (sub-) millimeter ALMA dust polarization observations of Class 0 protostars.
Our radiative transfer calculations have a central irradiation that reproduces
the protostellar luminosities typically observed towards low- to
intermediate-mass protostars, as well as super-paramagnetic grains, and grains
>10 micron, which are required to bring the dust grain alignment efficiencies
of the synthetic observations up to observed levels. Our radiative transfer
calculations show that irradiation plays an important role in the mechanisms
that dictate the size range of aligned grains in Class 0 protostars. Regions of
the envelope that are preferentially irradiated harbor strong polarized dust
emission but can be affected by the rotational disruption of dust grains.
Episodes of high luminosity could affect grain alignment and trigger grain
disruption mechanisms. [abridged]",http://arxiv.org/abs/2303.12275v1,"[{'term': 'astro-ph.GA', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
Hybrid bound states in the continuum in terahertz metasurfaces,,"[{'name': 'Junxing Fan'}, {'name': 'Zhanqiang Xue'}, {'name': 'Hongyang Xing'}, {'name': 'Dan Lu'}, {'name': 'Guizhen Xu'}, {'name': 'Jianqiang Gu'}, {'name': 'Jiaguang Han'}, {'name': 'Longqing Cong'}]",,2023-03-22T02:18:32Z,"Bound states in the continuum (BICs) have exhibited extraordinary properties
in photonics for enhanced light-matter interactions that enable appealing
applications in nonlinear optics, biosensors, and ultrafast optical switches.
The most common strategy to apply BICs in a metasurface is by breaking symmetry
of resonators in the uniform array that leaks the otherwise uncoupled mode to
free space and exhibits an inverse quadratic relationship between quality
factor (Q) and asymmetry. Here, we propose a scheme to further reduce
scattering losses and improve the robustness of symmetry-protected BICs by
decreasing the radiation density with a hybrid BIC lattice.We observe
significant increase of radiative Q in the hybrid lattice compared to uniform
lattice with a factor larger than 14.6. In the hybrid BIC lattice, modes are
transferred to Gamma point inherited from high symmetric X, Y and M points in
the Brillouin zone that reveal as multiple Fano resonances in the far field and
would find applications in hyperspectral sensing. This work initiates a novel
and generalized path toward reducing scattering losses and improving the
robustness of BICs in terms of lattice engineering that would release the rigid
requirements of fabrication accuracy and benefit applications of photonics and
optoelectronic devices.",http://arxiv.org/abs/2303.12264v1,"[{'term': 'physics.optics', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Data driven analysis of cosmic rays in the heliosphere: diffusion of
  cosmic protons",,"[{'name': 'N. Tomassetti'}, {'name': 'E. Fiandrini'}, {'name': 'B. Bertucci'}, {'name': 'F. Donnini'}, {'name': 'M. Graziani'}, {'name': 'B. Khiali'}, {'name': 'A. Reina Conde'}]",10.1007/s12210-023-01149-1,2023-03-22T00:08:18Z,"Understanding the time-dependent relationship between the Sun's variability
and cosmic rays (GCR) is essential for developing predictive models of
energetic radiation in space. When traveling inside the heliosphere, GCRs are
affected by magnetic turbulence and solar wind disturbances which result in the
so-called solar modulation effect. To investigate this phenomenon, we have
performed a data-driven analysis of the temporal dependence of the GCR flux
over the solar cycle. With a global statistical inference of GCR data collected
in space by AMS-02 and PAMELA on monthly basis, we have determined the rigidity
and time dependence of the GCR diffusion mean free path. Here we present our
results for GCR protons, we discuss their interpretation in terms of basic
processes of particle transport and their relations with the dynamics of the
heliospheric plasma.",http://arxiv.org/abs/2303.12239v1,"[{'term': 'astro-ph.HE', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'astro-ph.SR', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'physics.space-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"PSGen, a generator of phase space parameterizations for the multichannel
  Monte Carlo integration",,[{'name': 'Karol Kolodziej'}],,2023-03-21T21:39:11Z,"PSGen is a new general purpose Fortran program which has been written to
facilitate the Monte Carlo phase space integration of the S matrix element of
any 2 -> n scattering process, with n=2,...,9, provided by the user.The program
is written in Fortran 90/95. It utilizes a new very fast algorithm that
automatically generates calls to ready made Fortran subroutines containing
different phase space parameterizations of the considered class of processes.
The parameterizations take into account mappings of poles due to the Feynman
propagators of unstable heavy particles decaying into 2 or 3 on shell final
state particles according to predefined patterns, possible single or double
t-channel poles and peaks due to one on shell photon or gluon radiation. The
individual subroutines are organized in a single multichannel kinematical
subroutine which can be easily called while computing the phase space integral
of the S matrix element as a function of generated particle four momenta, in
either the leading or higher orders of the perturbation series. The particle
four momenta can be used in a quadruple precision version, if necessary.",http://arxiv.org/abs/2303.12204v1,"[{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Weakly interacting massive particle cross section limits from LOFAR
  observations of dwarf spheroidal galaxies","A&A 673, A108 (2023)","[{'name': 'L. Gajović'}, {'name': 'F. Welzmüller'}, {'name': 'V. Heesen'}, {'name': 'F. de Gasperin'}, {'name': 'M. Vollmann'}, {'name': 'M. Brüggen'}, {'name': 'A. Basu'}, {'name': 'R. Beck'}, {'name': 'D. J. Schwarz'}, {'name': 'D. J. Bomans'}, {'name': 'A. Drabent'}]",10.1051/0004-6361/202245508,2023-03-21T19:26:42Z,"Weakly interacting massive particles (WIMPs) can self-annihilate, thus
providing us with a way to indirectly detect dark matter (DM). Dwarf spheroidal
(dSph) galaxies are excellent places to search for annihilation signals because
they are rich in DM and background emission is low. If magnetic fields in dSph
galaxies exist, the particles produced in DM annihilation emit synchrotron
radiation. We used the non-detection of 150 MHz radio continuum emission from
dSph galaxies with the LOw Frequency ARray (LOFAR) to derive constraints on the
annihilation cross section of WIMPs in electron-positron pairs. Our main
underlying assumption is that the transport of the cosmic rays can be described
by the diffusion approximation, which necessitates the existence of magnetic
fields. We used observations of six dSph galaxies in the LOFAR Two-metre Sky
Survey (LoTSS). The data were reimaged and radial profiles were generated. We
also used stacking to increase the sensitivity. In order to derive upper limits
on the WIMP cross section, we injected fake Gaussian sources into the data,
which were then detected with 2$\sigma$ significance in the radial profile.
These sources represent the lowest emission we would have been able to detect.
We present limits from the observations of individual galaxies as well as from
stacking. We explored the uncertainty due to the choice of diffusion and
magnetic field parameters by constructing three different model scenarios:
optimistic (OPT), intermediate (INT), and pessimistic (PES). Assuming
monochromatic annihilation into electron-positron pairs, the limits from the
INT scenario exclude thermal WIMPs below 20 GeV, and the limits from the OPT
scenario even exclude thermal WIMPs below 70 GeV. The INT limits can compete
with limits set by Fermi-LAT using $\gamma$-ray observations of multiple dwarf
galaxies, and they are especially strong for low WIMP masses.",http://arxiv.org/abs/2303.12155v2,"[{'term': 'astro-ph.CO', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'astro-ph.HE', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Stellar associations powering HII regions $\unicode{x2013}$ I. Defining
  an evolutionary sequence",,"[{'name': 'Fabian Scheuermann'}, {'name': 'Kathryn Kreckel'}, {'name': 'Ashley T. Barnes'}, {'name': 'Francesco Belfiore'}, {'name': 'Brent Groves'}, {'name': 'Stephen Hannon'}, {'name': 'Janice C. Lee'}, {'name': 'Rebecca Minsley'}, {'name': 'Erik Rosolowsky'}, {'name': 'Frank Bigiel'}, {'name': 'Guillermo A. Blanc'}, {'name': 'Médéric Boquien'}, {'name': 'Daniel A. Dale'}, {'name': 'Sinan Deger'}, {'name': 'Oleg V. Egorov'}, {'name': 'Eric Emsellem'}, {'name': 'Simon C. O. Glover'}, {'name': 'Kathryn Grasha'}, {'name': 'Hamid Hassani'}, {'name': 'Sarah Jeffreson'}, {'name': 'Ralf S. Klessen'}, {'name': 'J. M. Diederik Kruijssen'}, {'name': 'Kirsten L. Larson'}, {'name': 'Adam K. Leroy'}, {'name': 'Laura Lopez'}, {'name': 'Hsi-An Pan'}, {'name': 'Patricia Sánchez-Blázquez'}, {'name': 'Francesco Santoro'}, {'name': 'Eva Schinnerer'}, {'name': 'David A. Thilker'}, {'name': 'Brad C. Whitmore'}, {'name': 'Elizabeth J. Watkins'}, {'name': 'Thomas G. Williams'}]",10.1093/mnras/stad878,2023-03-21T18:00:02Z,"Connecting the gas in HII regions to the underlying source of the ionizing
radiation can help us constrain the physical processes of stellar feedback and
how HII regions evolve over time. With PHANGS$\unicode{x2013}$MUSE we detect
nearly 24,000 HII regions across 19 galaxies and measure the physical
properties of the ionized gas (e.g. metallicity, ionization parameter,
density). We use catalogues of multi-scale stellar associations from
PHANGS$\unicode{x2013}$HST to obtain constraints on the age of the ionizing
sources. We construct a matched catalogue of 4,177 HII regions that are clearly
linked to a single ionizing association. A weak anti-correlation is observed
between the association ages and the H$\alpha$ equivalent width EW(H$\alpha$),
the H$\alpha$/FUV flux ratio and the ionization parameter, log q. As all three
are expected to decrease as the stellar population ages, this could indicate
that we observe an evolutionary sequence. This interpretation is further
supported by correlations between all three properties. Interpreting these as
evolutionary tracers, we find younger nebulae to be more attenuated by dust and
closer to giant molecular clouds, in line with recent models of
feedback-regulated star formation. We also observe strong correlations with the
local metallicity variations and all three proposed age tracers, suggestive of
star formation preferentially occurring in locations of locally enhanced
metallicity. Overall, EW(H$\alpha$) and log q show the most consistent trends
and appear to be most reliable tracers for the age of an HII region.",http://arxiv.org/abs/2303.12101v1,"[{'term': 'astro-ph.GA', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"3D Radiation-Hydrodynamic Simulations Resolving Interior of Rapidly
  Accreting Primordial Protostar",,"[{'name': 'Kazutaka Kimura'}, {'name': 'Takashi Hosokawa'}, {'name': 'Kazuyuki Sugimura'}, {'name': 'Hajime Fukushima'}]",,2023-03-21T18:00:01Z,"Direct collapse of supermassive stars is a possible pathway to form
supermassive black hole seeds at high redshifts. Whereas previous
three-dimensional (3D) simulations demonstrate that supermassive stars form via
rapid mass accretion, those resolving the stellar interior have been limited.
We here report 3D radiation-hydrodynamic (RHD) simulations following the
evolution of rapidly accreting protostars resolving the stellar interior. We
use an adaptive mesh refinement code with our newly developed RHD solver
employing an explicit M1 closure method. We follow the early evolution until
the stellar mass reaches $\sim 10~M_\odot$ from two different initial
configurations of spherical and turbulent clouds. We demonstrate that, in both
the cases, a swollen protostar whose radius is $100\mathrm{-}1000~R_\odot$
appears, as predicted by the stellar evolution calculations. Its effective
temperature remains a few thousand Kelvin, and the radiative feedback by
ionizing photons is too weak to disturb the accretion flow up to the epoch
examined in this work. In the turbulent case, the protostar rotates rapidly at
more than 0.4 times the Keplerian velocity owing to the angular momentum
provided by the initial turbulence. The protostar approximates an oblate
spheroid, and its equatorial radius is more than twice the polar radius. Our
results suggest that we need to consider the rapid stellar rotation to
elucidate the realistic 3D protostellar evolution in the supermassive star
formation.",http://arxiv.org/abs/2303.12100v3,"[{'term': 'astro-ph.GA', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'astro-ph.SR', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Emulating radiation transport on cosmological scale using a denoising
  Unet",,"[{'name': 'Mosima P. Masipa'}, {'name': 'Sultan Hassan'}, {'name': 'Mario G. Santos'}, {'name': 'Gabriella Contardo'}, {'name': 'Kyunghyun Cho'}]",,2023-03-21T17:55:05Z,"Semi-numerical simulations are the leading candidates for evolving
reionization on cosmological scales. These semi-numerical models are efficient
in generating large-scale maps of the 21cm signal, but they are too slow to
enable inference at the field level. We present different strategies to train a
U-Net to accelerate these simulations. We derive the ionization field directly
from the initial density field without using the ionizing sources' location,
and hence emulating the radiative transfer process. We find that the U-Net
achieves higher accuracy in reconstructing the ionization field if the input
includes either white noise or a noisy version of the ionization map beside the
density field during training. Our model reconstructs the power spectrum over
all scales perfectly well. This work represents a step towards generating
large-scale ionization maps with a minimal cost and hence enabling rapid
parameter inference at the field level.",http://arxiv.org/abs/2303.12065v1,"[{'term': 'astro-ph.CO', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Cyclotron Radiation Emission Spectroscopy of Electrons from Tritium Beta
  Decay and $^{83\rm m}$Kr Internal Conversion",,"[{'name': 'Project 8 Collaboration'}, {'name': 'A. Ashtari Esfahani'}, {'name': 'S. Böser'}, {'name': 'N. Buzinsky'}, {'name': 'M. C. Carmona-Benitez'}, {'name': 'C. Claessens'}, {'name': 'L. de Viveiros'}, {'name': 'P. J. Doe'}, {'name': 'M. Fertl'}, {'name': 'J. A. Formaggio'}, {'name': 'J. K. Gaison'}, {'name': 'L. Gladstone'}, {'name': 'M. Guigue'}, {'name': 'J. Hartse'}, {'name': 'K. M. Heeger'}, {'name': 'X. Huyan'}, {'name': 'A. M. Jones'}, {'name': 'K. Kazkaz'}, {'name': 'B. H. LaRoque'}, {'name': 'M. Li'}, {'name': 'A. Lindman'}, {'name': 'E. Machado'}, {'name': 'A. Marsteller'}, {'name': 'C. Matthé'}, {'name': 'R. Mohiuddin'}, {'name': 'B. Monreal'}, {'name': 'R. Mueller'}, {'name': 'J. A. Nikkel'}, {'name': 'E. Novitski'}, {'name': 'N. S. Oblath'}, {'name': 'J. I. Peña'}, {'name': 'W. Pettus'}, {'name': 'R. Reimann'}, {'name': 'R. G. H. Robertson'}, {'name': 'D. Rosa De Jesús'}, {'name': 'G. Rybka'}, {'name': 'L. Saldaña'}, {'name': 'M. Schram'}, {'name': 'P. L. Slocum'}, {'name': 'J. Stachurska'}, {'name': 'Y. -H. Sun'}, {'name': 'P. T. Surukuchi'}, {'name': 'J. R. Tedeschi'}, {'name': 'A. B. Telles'}, {'name': 'F. Thomas'}, {'name': 'M. Thomas'}, {'name': 'L. A. Thorne'}, {'name': 'T. Thümmler'}, {'name': 'L. Tvrznikova'}, {'name': 'W. Van De Pontseele'}, {'name': 'B. A. VanDevender'}, {'name': 'J. Weintroub'}, {'name': 'T. E. Weiss'}, {'name': 'T. Wendler'}, {'name': 'A. Young'}, {'name': 'E. Zayas'}, {'name': 'A. Ziegler'}]",,2023-03-21T17:47:45Z,"Project 8 has developed a novel technique, Cyclotron Radiation Emission
Spectroscopy (CRES), for direct neutrino mass measurements. A CRES-based
experiment on the beta spectrum of tritium has been carried out in a
small-volume apparatus. We provide a detailed account of the experiment,
focusing on systematic effects and analysis techniques. In a Bayesian
(frequentist) analysis, we measure the tritium endpoint as $18553^{+18}_{-19}$
($18548^{+19}_{-19}$) eV and set upper limits of 155 (152) eV (90% C.L.) on the
neutrino mass. No background events are observed beyond the endpoint in 82 days
of running. We also demonstrate an energy resolution of $1.66\pm0.19$ eV in a
resolution-optimized magnetic trap configuration by measuring $^{83\rm m}$Kr
17.8-keV internal-conversion electrons. These measurements establish CRES as a
low-background, high-resolution technique with the potential to advance
neutrino mass sensitivity.",http://arxiv.org/abs/2303.12055v1,"[{'term': 'nucl-ex', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'hep-ex', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
Chiral-induced angular momentum radiation in single molecular junctions,,"[{'name': 'Bing-Zhong Hu'}, {'name': 'Zu-Quan Zhang'}, {'name': 'Lei-Lei Nian and'}, {'name': 'Jing-Tao Lü'}]",,2023-03-21T10:32:04Z,"We study angular momentum radiation from electrically-biased chiral single
molecular junctions using the nonequilibrium Green's function method. Using
single and double helical chains as examples, we make connections between the
ability of a chiral molecule to emit photons with angular momentum to the
geometrical factors of the molecule. We point out that the mechanism studied
here does not involve the magnetic dipole momentum. Rather, it relies on
inelastic transitions between scattering states originated from two electrodes
with different chiral properties and chemical potentials. Thus, the required
time-reversal symmetry breaking is provided by nonequilibrium electron
transport.",http://arxiv.org/abs/2303.11727v1,"[{'term': 'cond-mat.mes-hall', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'physics.optics', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
